rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
23LGALAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24DHX5M6OI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2K3DRHAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2OGLUAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2OH3EDISO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38DPCLOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3DM4HXPPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3DMA4HMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HAD100	6.261880e-04	5.423053e-04	4.240088e-04	6.365155e-05	6.587136e-05	6.780380e-05	2.875775e-05	2.997712e-05	3.201944e-05	5.582143e-04	4.197370e-04	3.460926e-04	3.117432e-04	6.122426e-05	6.904826e-05	7.989694e-05	8.075168e-05	6.281511e-07	1.212882e-06	1.306930e-06	2.974857e-07	2.905328e-07	3.006241e-07	1.304506e-07	1.406470e-07	1.430591e-07	8.438536e-07	1.457913e-06	1.529085e-06	1.134770e-06	2.844121e-07	3.116490e-07	3.811884e-07	3.456589e-07
3HAD110	2.540829e-05	2.200465e-05	1.720464e-05	2.582721e-06	2.672789e-06	2.751198e-06	1.166864e-06	1.216330e-06	1.299203e-06	2.265018e-05	1.703131e-05	1.404310e-05	1.264933e-05	2.484244e-06	2.801711e-06	3.241909e-06	3.276591e-06	2.548794e-08	4.921406e-08	5.303057e-08	1.202416e-08	1.171978e-08	1.213354e-08	5.238322e-09	5.616299e-09	5.715134e-09	3.424031e-08	5.915648e-08	6.204434e-08	4.604456e-08	1.154034e-08	1.264551e-08	1.546715e-08	1.402550e-08
3HAD120	5.065509e-04	4.386945e-04	3.429993e-04	5.149052e-05	5.328608e-05	5.484939e-05	2.326329e-05	2.424970e-05	2.590179e-05	4.515640e-04	3.395437e-04	2.799694e-04	2.521828e-04	4.952699e-05	5.585616e-05	6.463213e-05	6.532357e-05	5.081389e-07	9.811533e-07	1.057238e-06	2.406036e-07	2.344700e-07	2.429472e-07	1.052649e-07	1.135895e-07	1.153111e-07	6.826301e-07	1.179370e-06	1.236944e-06	9.179648e-07	2.300734e-07	2.521065e-07	3.083600e-07	2.796186e-07
3HAD121	1.196371e-04	1.036108e-04	8.100955e-05	1.216103e-05	1.258528e-05	1.295440e-05	5.494467e-06	5.727418e-06	6.117647e-06	1.066503e-04	8.019338e-05	6.612314e-05	5.956049e-05	1.169728e-05	1.319210e-05	1.526481e-05	1.542811e-05	1.200122e-07	2.317287e-07	2.496968e-07	5.692784e-08	5.619867e-08	5.778257e-08	2.555380e-08	2.750131e-08	2.823269e-08	1.612235e-07	2.785434e-07	2.921412e-07	2.168048e-07	5.433872e-08	5.954249e-08	7.282843e-08	6.604029e-08
3HAD130	2.540829e-05	2.200465e-05	1.720464e-05	2.582721e-06	2.672789e-06	2.751198e-06	1.166864e-06	1.216330e-06	1.299203e-06	2.265018e-05	1.703131e-05	1.404310e-05	1.264933e-05	2.484244e-06	2.801711e-06	3.241909e-06	3.276591e-06	2.548794e-08	4.921406e-08	5.303057e-08	1.202416e-08	1.171978e-08	1.213354e-08	5.238322e-09	5.616299e-09	5.715134e-09	3.424031e-08	5.915648e-08	6.204434e-08	4.604456e-08	1.154034e-08	1.264551e-08	1.546715e-08	1.402550e-08
3HAD140	5.065509e-04	4.386945e-04	3.429992e-04	5.149027e-05	5.328590e-05	5.484911e-05	2.326311e-05	2.424930e-05	2.590148e-05	4.515640e-04	3.395437e-04	2.799694e-04	2.521828e-04	4.952699e-05	5.585616e-05	6.463213e-05	6.532357e-05	5.081389e-07	9.811533e-07	1.057241e-06	2.397189e-07	2.336508e-07	2.418996e-07	1.044335e-07	1.119690e-07	1.139394e-07	6.826301e-07	1.179370e-06	1.236944e-06	9.179648e-07	2.300734e-07	2.521065e-07	3.083600e-07	2.796186e-07
3HAD141	1.196371e-04	1.036108e-04	8.100955e-05	1.216103e-05	1.258528e-05	1.295440e-05	5.494467e-06	5.727418e-06	6.117647e-06	1.066503e-04	8.019338e-05	6.612314e-05	5.956049e-05	1.169728e-05	1.319210e-05	1.526481e-05	1.542811e-05	1.200122e-07	2.317287e-07	2.496968e-07	5.692784e-08	5.619867e-08	5.778257e-08	2.555380e-08	2.750131e-08	2.823269e-08	1.612235e-07	2.785434e-07	2.921412e-07	2.168048e-07	5.433872e-08	5.954249e-08	7.282843e-08	6.604029e-08
3HAD150	2.540829e-05	2.200465e-05	1.720464e-05	2.582721e-06	2.672789e-06	2.751198e-06	1.166864e-06	1.216330e-06	1.299203e-06	2.265018e-05	1.703131e-05	1.404310e-05	1.264933e-05	2.484244e-06	2.801711e-06	3.241909e-06	3.276591e-06	2.548794e-08	4.921406e-08	5.303057e-08	1.202416e-08	1.171978e-08	1.213354e-08	5.238322e-09	5.616299e-09	5.715134e-09	3.424031e-08	5.915648e-08	6.204434e-08	4.604456e-08	1.154034e-08	1.264551e-08	1.546715e-08	1.402550e-08
3HAD160	4.658014e-04	4.034037e-04	3.154067e-04	4.734813e-05	4.899932e-05	5.043678e-05	2.139171e-05	2.229857e-05	2.381784e-05	4.152379e-04	3.122291e-04	2.574473e-04	2.318959e-04	4.554279e-05	5.136281e-05	5.943280e-05	6.006862e-05	4.672617e-07	9.022245e-07	9.721913e-07	2.204348e-07	2.148548e-07	2.224400e-07	9.603237e-08	1.029617e-07	1.047736e-07	6.277159e-07	1.084495e-06	1.137438e-06	8.441191e-07	2.115652e-07	2.318258e-07	2.835540e-07	2.571247e-07
3HAD161	1.196371e-04	1.036108e-04	8.100952e-05	1.216097e-05	1.258506e-05	1.295426e-05	5.494279e-06	5.727197e-06	6.117409e-06	1.066503e-04	8.019338e-05	6.612314e-05	5.956049e-05	1.169728e-05	1.319210e-05	1.526481e-05	1.542811e-05	1.200122e-07	2.317287e-07	2.496991e-07	5.661679e-08	5.518362e-08	5.713181e-08	2.466510e-08	2.644483e-08	2.691020e-08	1.612235e-07	2.785434e-07	2.921412e-07	2.168048e-07	5.433872e-08	5.954249e-08	7.282843e-08	6.604029e-08
3HAD170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HAD180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HAD181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HAD40	3.337520e-05	6.702673e-05	6.010366e-05	6.133130e-05	9.175954e-05	8.629765e-05	8.200495e-05	7.405189e-05	5.884895e-05	8.945360e-05	1.293073e-04	9.703503e-05	1.013807e-04	7.804537e-05	7.080756e-05	9.262153e-05	8.082929e-05	5.235594e-04	9.619496e-04	9.587667e-04	8.105003e-04	1.062304e-03	1.053055e-03	9.292193e-04	9.072120e-04	8.511248e-04	1.024559e-03	1.460194e-03	1.260391e-03	1.131435e-03	1.008164e-03	9.019235e-04	1.080898e-03	1.024629e-03
3HAD50	2.540829e-05	2.200465e-05	1.720464e-05	2.582721e-06	2.672789e-06	2.751198e-06	1.166864e-06	1.216330e-06	1.299203e-06	2.265018e-05	1.703131e-05	1.404310e-05	1.264933e-05	2.484244e-06	2.801711e-06	3.241909e-06	3.276591e-06	2.548794e-08	4.921406e-08	5.303057e-08	1.202416e-08	1.171978e-08	1.213354e-08	5.238322e-09	5.616299e-09	5.715134e-09	3.424031e-08	5.915648e-08	6.204434e-08	4.604456e-08	1.154034e-08	1.264551e-08	1.546715e-08	1.402550e-08
3HAD60	6.269143e-04	5.429344e-04	4.245006e-04	6.372538e-05	6.594777e-05	6.788245e-05	2.879111e-05	3.001189e-05	3.205658e-05	5.588618e-04	4.202239e-04	3.464940e-04	3.121049e-04	6.129528e-05	6.912836e-05	7.998962e-05	8.084535e-05	6.288797e-07	1.214289e-06	1.308446e-06	2.978294e-07	2.908677e-07	3.009709e-07	1.306002e-07	1.408073e-07	1.432222e-07	8.448324e-07	1.459604e-06	1.530858e-06	1.136086e-06	2.847421e-07	3.120105e-07	3.816306e-07	3.460599e-07
3HAD70	2.540829e-05	2.200465e-05	1.720464e-05	2.582721e-06	2.672789e-06	2.751198e-06	1.166864e-06	1.216330e-06	1.299203e-06	2.265018e-05	1.703131e-05	1.404310e-05	1.264933e-05	2.484244e-06	2.801711e-06	3.241909e-06	3.276591e-06	2.548794e-08	4.921406e-08	5.303057e-08	1.202416e-08	1.171978e-08	1.213354e-08	5.238322e-09	5.616299e-09	5.715134e-09	3.424031e-08	5.915648e-08	6.204434e-08	4.604456e-08	1.154034e-08	1.264551e-08	1.546715e-08	1.402550e-08
3HAD80	6.269143e-04	5.429344e-04	4.245006e-04	6.372538e-05	6.594777e-05	6.788245e-05	2.879111e-05	3.001189e-05	3.205658e-05	5.588618e-04	4.202239e-04	3.464940e-04	3.121049e-04	6.129528e-05	6.912836e-05	7.998962e-05	8.084535e-05	6.288797e-07	1.214289e-06	1.308446e-06	2.978294e-07	2.908677e-07	3.009709e-07	1.306002e-07	1.408073e-07	1.432222e-07	8.448324e-07	1.459604e-06	1.530858e-06	1.136086e-06	2.847421e-07	3.120105e-07	3.816306e-07	3.460599e-07
3HAD90	2.540829e-05	2.200465e-05	1.720464e-05	2.582721e-06	2.672789e-06	2.751198e-06	1.166864e-06	1.216330e-06	1.299203e-06	2.265018e-05	1.703131e-05	1.404310e-05	1.264933e-05	2.484244e-06	2.801711e-06	3.241909e-06	3.276591e-06	2.548794e-08	4.921406e-08	5.303057e-08	1.202416e-08	1.171978e-08	1.213354e-08	5.238322e-09	5.616299e-09	5.715134e-09	3.424031e-08	5.915648e-08	6.204434e-08	4.604456e-08	1.154034e-08	1.264551e-08	1.546715e-08	1.402550e-08
3HADai110	8.450016e-04	7.318072e-04	5.721734e-04	8.589336e-05	8.888875e-05	9.149642e-05	3.880630e-05	4.045141e-05	4.320750e-05	7.532754e-04	5.664089e-04	4.670303e-04	4.206780e-04	8.261832e-05	9.317632e-05	1.078159e-04	1.089694e-04	8.476507e-07	1.636709e-06	1.763634e-06	3.998866e-07	3.897641e-07	4.035242e-07	1.742105e-07	1.867809e-07	1.900678e-07	1.138728e-06	1.967363e-06	2.063404e-06	1.531301e-06	3.837964e-07	4.205509e-07	5.143900e-07	4.664451e-07
3HADai130	8.450016e-04	7.318072e-04	5.721734e-04	8.589336e-05	8.888875e-05	9.149642e-05	3.880630e-05	4.045141e-05	4.320750e-05	7.532754e-04	5.664089e-04	4.670303e-04	4.206780e-04	8.261832e-05	9.317632e-05	1.078159e-04	1.089694e-04	8.476507e-07	1.636709e-06	1.763634e-06	3.998866e-07	3.897641e-07	4.035242e-07	1.742105e-07	1.867809e-07	1.900678e-07	1.138728e-06	1.967363e-06	2.063404e-06	1.531301e-06	3.837964e-07	4.205509e-07	5.143900e-07	4.664451e-07
3HADai150	8.450016e-04	7.318072e-04	5.721734e-04	8.589336e-05	8.888875e-05	9.149642e-05	3.880630e-05	4.045141e-05	4.320750e-05	7.532754e-04	5.664089e-04	4.670303e-04	4.206780e-04	8.261832e-05	9.317632e-05	1.078159e-04	1.089694e-04	8.476507e-07	1.636709e-06	1.763634e-06	3.998866e-07	3.897641e-07	4.035242e-07	1.742105e-07	1.867809e-07	1.900678e-07	1.138728e-06	1.967363e-06	2.063404e-06	1.531301e-06	3.837964e-07	4.205509e-07	5.143900e-07	4.664451e-07
3HADai170	4.046772e-04	3.504676e-04	2.740178e-04	4.113494e-05	4.256945e-05	4.381828e-05	1.858461e-05	1.937247e-05	2.069237e-05	3.607489e-04	2.712572e-04	2.236641e-04	2.014657e-04	3.956649e-05	4.462279e-05	5.163381e-05	5.218619e-05	4.059459e-07	7.838312e-07	8.446168e-07	1.915085e-07	1.866607e-07	1.932506e-07	8.343064e-08	8.945066e-08	9.102481e-08	5.453447e-07	9.421839e-07	9.881789e-07	7.333507e-07	1.838028e-07	2.014048e-07	2.463450e-07	2.233838e-07
3HADai70	8.450016e-04	7.318072e-04	5.721734e-04	8.589336e-05	8.888875e-05	9.149642e-05	3.880630e-05	4.045141e-05	4.320750e-05	7.532754e-04	5.664089e-04	4.670303e-04	4.206780e-04	8.261832e-05	9.317632e-05	1.078159e-04	1.089694e-04	8.476507e-07	1.636709e-06	1.763634e-06	3.998866e-07	3.897641e-07	4.035242e-07	1.742105e-07	1.867809e-07	1.900678e-07	1.138728e-06	1.967363e-06	2.063404e-06	1.531301e-06	3.837964e-07	4.205509e-07	5.143900e-07	4.664451e-07
3HADai90	8.450016e-04	7.318072e-04	5.721734e-04	8.589336e-05	8.888875e-05	9.149642e-05	3.880630e-05	4.045141e-05	4.320750e-05	7.532754e-04	5.664089e-04	4.670303e-04	4.206780e-04	8.261832e-05	9.317632e-05	1.078159e-04	1.089694e-04	8.476507e-07	1.636709e-06	1.763634e-06	3.998866e-07	3.897641e-07	4.035242e-07	1.742105e-07	1.867809e-07	1.900678e-07	1.138728e-06	1.967363e-06	2.063404e-06	1.531301e-06	3.837964e-07	4.205509e-07	5.143900e-07	4.664451e-07
3HADi100	6.057102e-04	5.245707e-04	4.101427e-04	6.156969e-05	6.371683e-05	6.558604e-05	2.781696e-05	2.899620e-05	3.097180e-05	5.399594e-04	4.060107e-04	3.347745e-04	3.015485e-04	5.922209e-05	6.679022e-05	7.728413e-05	7.811091e-05	6.076091e-07	1.173218e-06	1.264200e-06	2.866449e-07	2.793889e-07	2.892524e-07	1.248768e-07	1.338874e-07	1.362435e-07	8.162576e-07	1.410236e-06	1.479080e-06	1.097660e-06	2.751112e-07	3.014574e-07	3.687227e-07	3.343551e-07
3HADi110	4.427982e-04	3.834820e-04	2.998306e-04	4.500989e-05	4.657953e-05	4.794600e-05	2.033530e-05	2.119737e-05	2.264162e-05	3.947318e-04	2.968099e-04	2.447335e-04	2.204440e-04	4.329370e-05	4.882631e-05	5.649777e-05	5.710218e-05	4.441864e-07	8.576690e-07	9.241806e-07	2.095488e-07	2.042444e-07	2.114550e-07	9.128990e-08	9.787701e-08	9.959944e-08	5.967167e-07	1.030939e-06	1.081266e-06	8.024331e-07	2.011172e-07	2.203773e-07	2.695509e-07	2.444268e-07
3HADi120	6.057102e-04	5.245707e-04	4.101427e-04	6.156969e-05	6.371683e-05	6.558604e-05	2.781696e-05	2.899620e-05	3.097180e-05	5.399594e-04	4.060107e-04	3.347745e-04	3.015485e-04	5.922209e-05	6.679022e-05	7.728413e-05	7.811091e-05	6.076091e-07	1.173218e-06	1.264200e-06	2.866449e-07	2.793889e-07	2.892524e-07	1.248768e-07	1.338874e-07	1.362435e-07	8.162576e-07	1.410236e-06	1.479080e-06	1.097660e-06	2.751112e-07	3.014574e-07	3.687227e-07	3.343551e-07
3HADi130	4.427982e-04	3.834820e-04	2.998306e-04	4.500989e-05	4.657953e-05	4.794600e-05	2.033530e-05	2.119737e-05	2.264162e-05	3.947318e-04	2.968099e-04	2.447335e-04	2.204440e-04	4.329370e-05	4.882631e-05	5.649777e-05	5.710218e-05	4.441864e-07	8.576690e-07	9.241806e-07	2.095488e-07	2.042444e-07	2.114550e-07	9.128990e-08	9.787701e-08	9.959944e-08	5.967167e-07	1.030939e-06	1.081266e-06	8.024331e-07	2.011172e-07	2.203773e-07	2.695509e-07	2.444268e-07
3HADi140	6.057102e-04	5.245707e-04	4.101427e-04	6.156969e-05	6.371683e-05	6.558604e-05	2.781696e-05	2.899620e-05	3.097180e-05	5.399594e-04	4.060107e-04	3.347745e-04	3.015485e-04	5.922209e-05	6.679022e-05	7.728413e-05	7.811091e-05	6.076091e-07	1.173218e-06	1.264200e-06	2.866449e-07	2.793889e-07	2.892524e-07	1.248768e-07	1.338874e-07	1.362435e-07	8.162576e-07	1.410236e-06	1.479080e-06	1.097660e-06	2.751112e-07	3.014574e-07	3.687227e-07	3.343551e-07
3HADi150	4.427982e-04	3.834820e-04	2.998306e-04	4.500989e-05	4.657953e-05	4.794600e-05	2.033530e-05	2.119737e-05	2.264162e-05	3.947318e-04	2.968099e-04	2.447335e-04	2.204440e-04	4.329370e-05	4.882631e-05	5.649777e-05	5.710218e-05	4.441864e-07	8.576690e-07	9.241806e-07	2.095488e-07	2.042444e-07	2.114550e-07	9.128990e-08	9.787701e-08	9.959944e-08	5.967167e-07	1.030939e-06	1.081266e-06	8.024331e-07	2.011172e-07	2.203773e-07	2.695509e-07	2.444268e-07
3HADi160	5.166523e-04	4.474428e-04	3.498392e-04	5.251707e-05	5.434851e-05	5.594290e-05	2.372702e-05	2.473287e-05	2.641800e-05	4.605689e-04	3.463147e-04	2.855525e-04	2.572117e-04	5.051464e-05	5.697003e-05	6.592100e-05	6.662623e-05	5.182720e-07	1.000719e-06	1.078324e-06	2.444993e-07	2.383102e-07	2.467234e-07	1.065161e-07	1.142019e-07	1.162116e-07	6.962428e-07	1.202888e-06	1.261610e-06	9.362705e-07	2.346615e-07	2.571340e-07	3.145092e-07	2.851947e-07
3HADi170	1.882859e-04	1.630635e-04	1.274934e-04	1.913903e-05	1.980647e-05	2.038752e-05	8.646941e-06	9.013509e-06	9.627629e-06	1.678472e-04	1.262090e-04	1.040651e-04	9.373679e-05	1.840927e-05	2.076184e-05	2.402388e-05	2.428089e-05	1.888762e-07	3.646965e-07	3.929784e-07	8.910397e-08	8.684844e-08	8.991451e-08	3.881813e-08	4.161909e-08	4.235150e-08	2.537348e-07	4.383739e-07	4.597742e-07	3.412092e-07	8.551872e-08	9.370846e-08	1.146180e-07	1.039348e-07
3HADi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3HADi60	6.057102e-04	5.245707e-04	4.101427e-04	6.156969e-05	6.371683e-05	6.558604e-05	2.781696e-05	2.899620e-05	3.097180e-05	5.399594e-04	4.060107e-04	3.347745e-04	3.015485e-04	5.922209e-05	6.679022e-05	7.728413e-05	7.811091e-05	6.076091e-07	1.173218e-06	1.264200e-06	2.866449e-07	2.793889e-07	2.892524e-07	1.248768e-07	1.338874e-07	1.362435e-07	8.162576e-07	1.410236e-06	1.479080e-06	1.097660e-06	2.751112e-07	3.014574e-07	3.687227e-07	3.343551e-07
3HADi70	4.427982e-04	3.834820e-04	2.998306e-04	4.500989e-05	4.657953e-05	4.794600e-05	2.033530e-05	2.119737e-05	2.264162e-05	3.947318e-04	2.968099e-04	2.447335e-04	2.204440e-04	4.329370e-05	4.882631e-05	5.649777e-05	5.710218e-05	4.441864e-07	8.576690e-07	9.241806e-07	2.095488e-07	2.042444e-07	2.114550e-07	9.128990e-08	9.787701e-08	9.959944e-08	5.967167e-07	1.030939e-06	1.081266e-06	8.024331e-07	2.011172e-07	2.203773e-07	2.695509e-07	2.444268e-07
3HADi80	6.057102e-04	5.245707e-04	4.101427e-04	6.156969e-05	6.371683e-05	6.558604e-05	2.781696e-05	2.899620e-05	3.097180e-05	5.399594e-04	4.060107e-04	3.347745e-04	3.015485e-04	5.922209e-05	6.679022e-05	7.728413e-05	7.811091e-05	6.076091e-07	1.173218e-06	1.264200e-06	2.866449e-07	2.793889e-07	2.892524e-07	1.248768e-07	1.338874e-07	1.362435e-07	8.162576e-07	1.410236e-06	1.479080e-06	1.097660e-06	2.751112e-07	3.014574e-07	3.687227e-07	3.343551e-07
3HADi90	4.427982e-04	3.834820e-04	2.998306e-04	4.500989e-05	4.657953e-05	4.794600e-05	2.033530e-05	2.119737e-05	2.264162e-05	3.947318e-04	2.968099e-04	2.447335e-04	2.204440e-04	4.329370e-05	4.882631e-05	5.649777e-05	5.710218e-05	4.441864e-07	8.576690e-07	9.241806e-07	2.095488e-07	2.042444e-07	2.114550e-07	9.128990e-08	9.787701e-08	9.959944e-08	5.967167e-07	1.030939e-06	1.081266e-06	8.024331e-07	2.011172e-07	2.203773e-07	2.695509e-07	2.444268e-07
