Met ID,New chebi annotation,Current chebi annotation,Old chebi in new (including secondary chebis)
5hectoine_c,"['CHEBI:63524', 'CHEBI:85413', 'CHEBI:49432']",['CHEBI:85413'],True
5hiu_c,"['CHEBI:59562', 'CHEBI:18072']","['CHEBI:12137', 'CHEBI:8072']",False
5mcsn_c,['CHEBI:27551'],['CHEBI:20608'],True
5mdr1p_c,"['CHEBI:58533', 'CHEBI:27859']",['CHEBI:12767'],True
5mdru1p_c,"['CHEBI:28096', 'CHEBI:58548']",['CHEBI:12768'],True
5mta_c,['CHEBI:17509'],['CHEBI:12055'],True
5mthf_c,"['CHEBI:20612', 'CHEBI:136009', 'CHEBI:18608', 'CHEBI:15641']",['CHEBI:12146'],True
5mtho_c,['CHEBI:48595'],[None],False
5mtr_c,['CHEBI:78440'],['CHEBI:12148'],False
5mtr_e,['CHEBI:78440'],['CHEBI:12148'],False
5odhf2a_c,"['CHEBI:58425', 'CHEBI:18267']",['CHEBI:11871'],True
5oxhlnitro_c,[],[None],False
5prdmbz_c,"['CHEBI:57918', 'CHEBI:16837']",['CHEBI:12622'],True
6a6doxf_c,"['CHEBI:64260', 'CHEBI:64286']",[None],False
6apa_c,"['CHEBI:30938', 'CHEBI:16705', 'CHEBI:57869']",['CHEBI:12207'],True
6h3iphep_c,"['CHEBI:64249', 'CHEBI:64226']",[None],False
6hd3iphep_c,"['CHEBI:64247', 'CHEBI:64225']",[None],False
6hdhx_c,"['CHEBI:32383', 'CHEBI:17869']",[None],False
6hmhpt_c,"['CHEBI:17083', 'CHEBI:44841']",['CHEBI:1003'],True
6hmhptpp_c,"['CHEBI:15998', 'CHEBI:72950', 'CHEBI:73083', 'CHEBI:57602']",['CHEBI:1011'],True
6mpttmide_c,"['CHEBI:27879', 'CHEBI:132734']",[None],False
6p2dgluc_c_c,"['CHEBI:15865', 'CHEBI:2229', 'CHEBI:20750']",[None],False
6pgc_c,"['CHEBI:16863', 'CHEBI:48928', 'CHEBI:58759']",['CHEBI:12232'],True
6pgl_c,"['CHEBI:16938', 'CHEBI:57955']",['CHEBI:12233'],True
8aonn_c,"['CHEBI:15830', 'CHEBI:12266', 'CHEBI:57532']",['CHEBI:12266'],True
ACP_c,['CHEBI:18359'],['CHEBI:13443'],False
ACPact_c,['CHEBI:18359'],['CHEBI:2458'],True
ACPcda_c,['CHEBI:18359'],['CHEBI:2458'],True
ACPredL_c,['CHEBI:18359'],['CHEBI:2458'],True
ACPredN_c,['CHEBI:18359'],['CHEBI:2458'],True
ACPredQ_c,['CHEBI:18359'],['CHEBI:2458'],True
CCbuttc_c,"['CHEBI:57496', 'CHEBI:15749']",['CHEBI:11766'],True
CE1944_c,"['CHEBI:36781', 'CHEBI:19092']",[None],False
CE2705_c,['CHEBI:64277'],[None],False
ETFred_c,[],[None],False
HC00591_c,"['CHEBI:30882', 'CHEBI:16769']",[None],False
HC01115_c,['CHEBI:29025'],[None],False
L2aadp_c,"['CHEBI:17082', 'CHEBI:58672', 'CHEBI:37023']",[None],False
LalaDgluMdapDala_c,[],[None],False
LalaDgluMdap_c,[],[None],False
LalaDglu_c,"['CHEBI:61395', 'CHEBI:61566']",['CHEBI:61395'],True
LalaDglu_e,"['CHEBI:61395', 'CHEBI:61566']",['CHEBI:61395'],True
Lcyst_c,"['CHEBI:17285', 'CHEBI:58090']",[None],False
Lfmkynr_c,"['CHEBI:30249', 'CHEBI:58629']",['CHEBI:12505'],True
Lkynr_c,"['CHEBI:16946', 'CHEBI:57959', 'CHEBI:67010']",['CHEBI:13129'],True
N6dhliplys_c,['CHEBI:80219'],['CHEBI:80219'],True
N6liplys_c,['CHEBI:80218'],['CHEBI:80218'],True
Nforglu_c,"['CHEBI:48309', 'CHEBI:17684']",[None],False
PCPredO_c,[],[None],False
Sfglutth_c,"['CHEBI:57688', 'CHEBI:16225']",[None],False
T4hcinnm_c,"['CHEBI:32373', 'CHEBI:12876', 'CHEBI:36090', 'CHEBI:32374']",[None],False
XXXGsacch_c,[],[None],False
aa_c,['CHEBI:28619'],[None],False
aacald_c,"['CHEBI:17628', 'CHEBI:58213']",['CHEBI:13766'],True
aacoa_c,"['CHEBI:57286', 'CHEBI:15345']",['CHEBI:11756'],True
aact_c,"['CHEBI:17906', 'CHEBI:58320']",['CHEBI:13767'],True
aaekpim_c,"['CHEBI:28245', 'CHEBI:58556']",[None],False
aahxioct_c,[],[None],False
abacptri_c,[],[None],False
abt__D_c,['CHEBI:18333'],['CHEBI:12912'],True
abt__D_e,['CHEBI:18333'],['CHEBI:12912'],True
abt_c,['CHEBI:18403'],['CHEBI:13073'],True
acACP_c,['CHEBI:17093'],['CHEBI:13713'],True
ac_c,"['CHEBI:15366', 'CHEBI:30089']",['CHEBI:13704'],True
ac_e,"['CHEBI:15366', 'CHEBI:30089']",['CHEBI:13704'],True
acac_c,"['CHEBI:13705', 'CHEBI:131367', 'CHEBI:15344']",['CHEBI:13705'],True
acald_c,['CHEBI:15343'],['CHEBI:13703'],True
acald_e,['CHEBI:15343'],['CHEBI:13703'],True
acarbmucosad_c,[],[None],False
acceptor_c,[],['15339'],False
accoa_c,"['CHEBI:15351', 'CHEBI:57288']",['CHEBI:13712'],True
accoa_res_c,"['CHEBI:15351', 'CHEBI:57288']",['CHEBI:13712'],True
accp_c,['CHEBI:2777'],['CHEBI:2777'],True
acetoin__S_c,['CHEBI:15687'],[None],False
acetoin_c,['CHEBI:15688'],[None],False
acetol_c,['CHEBI:27957'],[None],False
acetone_c,['CHEBI:15347'],['CHEBI:5347'],False
acg5p_c,"['CHEBI:57936', 'CHEBI:16878']",['CHEBI:12441'],True
acg5sa_c,"['CHEBI:29123', 'CHEBI:16319']",['CHEBI:11493'],True
acgam1p_c,"['CHEBI:16446', 'CHEBI:21519', 'CHEBI:57776']",['CHEBI:12443'],True
acgam6p_c,"['CHEBI:57513', 'CHEBI:49359', 'CHEBI:15784']",['CHEBI:12456'],True
acgam_c,['CHEBI:506227'],['CHEBI:506227'],True
acgam_e,['CHEBI:506227'],['CHEBI:506227'],True
acglc__D_c,['CHEBI:62111'],['CHEBI:12204'],False
acglu_c,"['CHEBI:21549', 'CHEBI:17533', 'CHEBI:44337']",['CHEBI:12575'],True
achms_c,"['CHEBI:16288', 'CHEBI:57716']",['CHEBI:12684'],True
acmalt_c,[],['CHEBI:13714'],False
acmana_c,"['CHEBI:17122', 'CHEBI:63153']",[None],False
acmum6p_c,"['CHEBI:58722', 'CHEBI:47968']",['CHEBI:47968'],True
acnam__B_c,"['CHEBI:45744', 'CHEBI:58705']",[None],False
acon_C_c,"['CHEBI:32805', 'CHEBI:16383']",['CHEBI:10482'],True
acon_T_c,"['CHEBI:15708', 'CHEBI:32806']",['CHEBI:10719'],True
aconm_c,"['CHEBI:15663', 'CHEBI:57470']",['CHEBI:10951'],True
acorn_c,"['CHEBI:16543', 'CHEBI:57805']",['CHEBI:12634'],True
acryl_c,"['CHEBI:18308', 'CHEBI:37080']",[None],False
acser_c,"['CHEBI:17981', 'CHEBI:58340']",['CHEBI:12685'],True
acser_e,"['CHEBI:17981', 'CHEBI:58340']",['CHEBI:12685'],True
actACP_c,['CHEBI:2393'],['CHEBI:2393'],True
actACPact_c,['CHEBI:2393'],['CHEBI:2393'],True
actACPcda_c,['CHEBI:2393'],['CHEBI:2393'],True
actACPredQ_c,['CHEBI:2393'],['CHEBI:2393'],True
act_c,"['CHEBI:91020', 'CHEBI:2448']",[None],False
actint1ACPact_c,['CHEBI:81673'],['CHEBI:81673'],True
actint2ACPact_c,['CHEBI:81674'],['CHEBI:81674'],True
actint3ACPact_c,['CHEBI:81675'],['CHEBI:81675'],True
actint4ACPact_c,['CHEBI:81699'],['CHEBI:81699'],True
actint5ACPact_c,['CHEBI:81702'],['CHEBI:81702'],True
actp_c,"['CHEBI:22191', 'CHEBI:13711', 'CHEBI:15350']",['CHEBI:13711'],True
adcobdam_c,"['CHEBI:2482', 'CHEBI:58503']",['CHEBI:2482'],True
adcobhex_c,"['CHEBI:2483', 'CHEBI:58504']",['CHEBI:2483'],True
ade_c,['CHEBI:16708'],['CHEBI:13733'],True
ade_e,['CHEBI:16708'],['CHEBI:13733'],True
adhlam_c,['CHEBI:16807'],['CHEBI:12738'],True
adn_c,['CHEBI:16335'],['CHEBI:13734'],True
adn_e,['CHEBI:16335'],['CHEBI:13734'],True
adocbi_c,[],['CHEBI:2480'],False
adocbip_c,"['CHEBI:58502', 'CHEBI:2481']",['CHEBI:2481'],True
adocbl_c,['CHEBI:18408'],['CHEBI:13739'],True
adp_c,"['CHEBI:16761', 'CHEBI:87518', 'CHEBI:456216']",['CHEBI:13222'],True
adpglc_c,"['CHEBI:15751', 'CHEBI:57498']",['CHEBI:13230'],True
adphep_DD_c,"['CHEBI:57863', 'CHEBI:59967', 'CHEBI:59966', 'CHEBI:16693']",[None],False
adprib_c,"['CHEBI:16960', 'CHEBI:57967']",['CHEBI:13224'],False
agdpcbi_c,"['CHEBI:2479', 'CHEBI:60487']",['CHEBI:2479'],True
agm_c,"['CHEBI:58145', 'CHEBI:17431']",['CHEBI:13747'],True
agm_e,"['CHEBI:58145', 'CHEBI:17431']",['CHEBI:13747'],True
agppcap_c,[],[None],False
ahcys_c,"['CHEBI:16680', 'CHEBI:57856', 'CHEBI:67009']",['CHEBI:12741'],True
ahdt_c,"['CHEBI:18372', 'CHEBI:58462']",['CHEBI:1002'],True
ahgalac__L_c,"['CHEBI:83435', 'CHEBI:84257']",[None],False
ahmann_c,['CHEBI:37675'],[None],False
ahop_c,['CHEBI:86403'],[None],False
aic_c,['CHEBI:2030'],['CHEBI:20544'],True
aicar_c,"['CHEBI:58475', 'CHEBI:18406']",['CHEBI:12102'],True
air_c,"['CHEBI:58592', 'CHEBI:28843']",['CHEBI:12101'],True
akg_c,"['CHEBI:16810', 'CHEBI:30915', 'CHEBI:30916']",['CHEBI:11638'],True
akg_e,"['CHEBI:16810', 'CHEBI:30915', 'CHEBI:30916']",['CHEBI:11638'],True
ala_B_c,"['CHEBI:16958', 'CHEBI:63070', 'CHEBI:57966']",['CHEBI:10343'],True
ala_B_e,"['CHEBI:16958', 'CHEBI:63070', 'CHEBI:57966']",['CHEBI:10343'],True
ala__D_c,"['CHEBI:15570', 'CHEBI:32436', 'CHEBI:32435', 'CHEBI:57416']",['CHEBI:10840'],True
ala__D_e,"['CHEBI:15570', 'CHEBI:32436', 'CHEBI:32435', 'CHEBI:57416']",['CHEBI:10840'],True
ala__L_c,"['CHEBI:32431', 'CHEBI:32440', 'CHEBI:32439', 'CHEBI:32432', 'CHEBI:66916', 'CHEBI:16977', 'CHEBI:57972', 'CHEBI:16449']",['CHEBI:13069'],True
ala__L_e,"['CHEBI:32431', 'CHEBI:32440', 'CHEBI:32439', 'CHEBI:32432', 'CHEBI:66916', 'CHEBI:16977', 'CHEBI:57972', 'CHEBI:16449']",['CHEBI:13069'],True
alaala_c,"['CHEBI:57822', 'CHEBI:16576']",['CHEBI:12900'],True
alaala_e,"['CHEBI:57822', 'CHEBI:16576']",['CHEBI:12900'],True
alac__S_c,"['CHEBI:58476', 'CHEBI:18409']",['CHEBI:11033'],True
alalac_c,"['CHEBI:61163', 'CHEBI:61166']",['CHEBI:61166'],True
alatrna_c,['CHEBI:17732'],['CHEBI:13070'],True
albflol__R_c,['CHEBI:51479'],[None],False
albflol__S_c,['CHEBI:51480'],[None],False
albflon_c,['CHEBI:51460'],['CHEBI:1460'],False
allglutADP_c,[],[None],False
allphn_c,"['CHEBI:9889', 'CHEBI:15832']",[None],False
alltn_c,"['CHEBI:15678', 'CHEBI:74345', 'CHEBI:15676']",['CHEBI:13761'],True
alltn_e,"['CHEBI:15678', 'CHEBI:74345', 'CHEBI:15676']",['CHEBI:13761'],True
alltt_c,"['CHEBI:30837', 'CHEBI:17536']",['CHEBI:13760'],True
alpam_c,"['CHEBI:50622', 'CHEBI:16882']",['CHEBI:8951'],True
amet_c,"['CHEBI:15414', 'CHEBI:67040', 'CHEBI:59789']",['CHEBI:10786'],True
ametam_c,"['CHEBI:57443', 'CHEBI:15625']",['CHEBI:10906'],True
amob_c,"['CHEBI:16490', 'CHEBI:8944']",['CHEBI:12758'],True
amp_c,"['CHEBI:16027', 'CHEBI:456215', 'CHEBI:40721']",['CHEBI:12056'],True
amp_e,"['CHEBI:16027', 'CHEBI:456215', 'CHEBI:40721']",['CHEBI:12056'],True
amuco_c,"['CHEBI:16886', 'CHEBI:57937', 'CHEBI:77859']",[None],False
amucsam_c,[],[None],False
anhgm3p_c,[],[None],False
anhgm4p_c,[],[None],False
anhm3p_c,[],[None],False
anhm4p_c,[],[None],False
anhm_c,[],[None],False
anth_c,"['CHEBI:30754', 'CHEBI:16567']",['CHEBI:13841'],True
anth_e,"['CHEBI:30754', 'CHEBI:16567']",['CHEBI:13841'],True
anthrancoa_c,"['CHEBI:57331', 'CHEBI:15472']",[None],False
ap4a_c,"['CHEBI:58141', 'CHEBI:17422']",[None],False
apoACP_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
apoACPact_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
apoACPcda_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
apoACPredL_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
apoACPredN_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
apoACPredQ_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
apoPCPredO_c,"['CHEBI:13850', 'CHEBI:16139']",['CHEBI:13845'],True
appl_c,['CHEBI:19030'],['CHEBI:19030'],True
applp_c,"['CHEBI:58563', 'CHEBI:28390']",['CHEBI:19029'],False
aprut_c,"['CHEBI:58263', 'CHEBI:17768']",[None],False
aps_c,"['CHEBI:17709', 'CHEBI:58243']",['CHEBI:12059'],True
arab__D_c,['CHEBI:46994'],['CHEBI:46994'],True
arab__D_e,['CHEBI:46994'],['CHEBI:46994'],True
arab__L_c,"['CHEBI:17535', 'CHEBI:30849']",['CHEBI:13076'],True
arab__L_e,"['CHEBI:17535', 'CHEBI:30849']",['CHEBI:13076'],True
arabat__L_c,"['CHEBI:33510', 'CHEBI:16501']",[None],False
arabinofur__L_c,['CHEBI:6178'],[None],False
arb14lac__L_c,['CHEBI:17100'],[None],False
arg__D_c,"['CHEBI:32688', 'CHEBI:32689', 'CHEBI:15816', 'CHEBI:32690']",[None],False
arg__L_c,"['CHEBI:32695', 'CHEBI:32683', 'CHEBI:32681', 'CHEBI:32697', 'CHEBI:32682', 'CHEBI:29016', 'CHEBI:32696', 'CHEBI:16467']",['CHEBI:13077'],True
arg__L_e,"['CHEBI:32695', 'CHEBI:32683', 'CHEBI:32681', 'CHEBI:32697', 'CHEBI:32682', 'CHEBI:29016', 'CHEBI:32696', 'CHEBI:16467']",['CHEBI:13077'],True
argsuc_c,"['CHEBI:57472', 'CHEBI:15682']",['CHEBI:10960'],True
argtrna_c,['CHEBI:18366'],['CHEBI:13079'],True
ascb__L_c,"['CHEBI:29073', 'CHEBI:38290']",[None],False
asn__L_c,"['CHEBI:32660', 'CHEBI:17196', 'CHEBI:32651', 'CHEBI:32661', 'CHEBI:32650', 'CHEBI:22653', 'CHEBI:58048']",['CHEBI:13083'],True
asn__L_e,"['CHEBI:32660', 'CHEBI:17196', 'CHEBI:32651', 'CHEBI:32661', 'CHEBI:32650', 'CHEBI:22653', 'CHEBI:58048']",['CHEBI:13083'],True
asntrna_c,['CHEBI:29265'],['CHEBI:13084'],True
aso3_c,"['CHEBI:29242', 'CHEBI:29243', 'CHEBI:29866', 'CHEBI:49900']",['CHEBI:13857'],True
aso3_e,"['CHEBI:29242', 'CHEBI:29243', 'CHEBI:29866', 'CHEBI:49900']",['CHEBI:13857'],True
aso4_c,"['CHEBI:48597', 'CHEBI:18231', 'CHEBI:48600', 'CHEBI:29125', 'CHEBI:22629']",['CHEBI:13856'],True
asp__L_c,"['CHEBI:29993', 'CHEBI:29995', 'CHEBI:22660', 'CHEBI:17053', 'CHEBI:132943', 'CHEBI:29991', 'CHEBI:35391']",['CHEBI:13085'],True
asp__L_e,"['CHEBI:29993', 'CHEBI:29995', 'CHEBI:22660', 'CHEBI:17053', 'CHEBI:132943', 'CHEBI:29991', 'CHEBI:35391']",['CHEBI:13085'],True
aspsa_c,"['CHEBI:537519', 'CHEBI:13086', 'CHEBI:18051']",['CHEBI:13086'],True
asptrna_c,[],['CHEBI:13088'],False
at44dcop_c,['CHEBI:62449'],[None],False
athr__L_c,"['CHEBI:28718', 'CHEBI:58585']",['CHEBI:21221'],True
atp_c,"['CHEBI:15422', 'CHEBI:237958', 'CHEBI:57299', 'CHEBI:30616']",['CHEBI:10789'],True
atphyflu_c,"['CHEBI:26120', 'CHEBI:28129']",[None],False
b2coa_c,"['CHEBI:15473', 'CHEBI:36926', 'CHEBI:57332', 'CHEBI:58669']",['CHEBI:11531'],True
betahyd_c,['CHEBI:15870'],[None],False
betald_c,['CHEBI:15710'],['CHEBI:13896'],True
betalm_c,['CHEBI:27483'],[None],False
bfrn_c,"['CHEBI:10418', 'CHEBI:39241']",[None],False
bgalac__D_c,"['CHEBI:12952', 'CHEBI:33830', 'CHEBI:47962', 'CHEBI:24175']",[None],False
bglycogen_c,[],[None],False
bhb_c,"['CHEBI:17066', 'CHEBI:10983']",['CHEBI:10983'],True
bhb_e,"['CHEBI:17066', 'CHEBI:10983']",['CHEBI:10983'],True
bmmcoa_c,"['CHEBI:27855', 'CHEBI:75634']",[None],False
bmoco1gdp_c,[],[None],False
bmoco_c,[],[None],False
bmocogdp_c,[],[None],False
btal_c,['CHEBI:15743'],[None],False
btamp_c,"['CHEBI:62414', 'CHEBI:3110']",['CHEBI:3110'],True
btcoa_c,"['CHEBI:15517', 'CHEBI:57371']",['CHEBI:13926'],True
btnCCP_c,[],[None],False
btn_c,"['CHEBI:57586', 'CHEBI:15956']",['CHEBI:13905'],True
btn_e,"['CHEBI:57586', 'CHEBI:15956']",['CHEBI:13905'],True
but2eACP_c,[],[None],False
but2eACPcda_c,[],[None],False
but2eACPredQ_c,[],[None],False
butACP_c,['CHEBI:3247'],['CHEBI:3247'],True
butACPcda_c,['CHEBI:3247'],['CHEBI:3247'],True
butACPredQ_c,['CHEBI:3247'],['CHEBI:3247'],True
butanoate_c,"['CHEBI:17968', 'CHEBI:30772']",[None],False
bwco1gdp_c,[],[None],False
bwco_c,[],[None],False
bwcogdp_c,[],[None],False
bz_c,"['CHEBI:30746', 'CHEBI:16150']",[None],False
bzal_c,['CHEBI:17169'],[None],False
bzalc_c,"['CHEBI:17987', 'CHEBI:25399']",[None],False
bzamid_c,['CHEBI:28179'],[None],False
bzsucc_c,"['CHEBI:16054', 'CHEBI:58692', 'CHEBI:57621', 'CHEBI:41241']",[None],False
bzsuccoa__R_c,['CHEBI:3060'],[None],False
bzsuccoa_c,"['CHEBI:3060', 'CHEBI:28882']",[None],False
ca2_c,"['CHEBI:29108', 'CHEBI:39123']",['CHEBI:22988'],True
ca2_e,"['CHEBI:29108', 'CHEBI:39123']",['CHEBI:22988'],True
cacodylate_c,"['CHEBI:48765', 'CHEBI:16223']",[None],False
caffcoa_c,"['CHEBI:87136', 'CHEBI:87449', 'CHEBI:57372', 'CHEBI:15518']",[None],False
cala_c,"['CHEBI:18261', 'CHEBI:11892']",[None],False
camp_c,"['CHEBI:17489', 'CHEBI:58165']",['CHEBI:11673'],True
carnitine_c,"['CHEBI:17126', 'CHEBI:3424']",[None],False
caro_c,['CHEBI:17579'],[None],False
catechol_c,"['CHEBI:50524', 'CHEBI:18135', 'CHEBI:32402']","['CHEBI:135158', 'CHEBI:8135']",False
cbasp_c,"['CHEBI:32814', 'CHEBI:15859']",['CHEBI:12496'],True
cbi_c,['CHEBI:48529'],['CHEBI:48529'],True
cbi_e,['CHEBI:48529'],['CHEBI:48529'],True
cbl1_c,"['CHEBI:60488', 'CHEBI:15982']",['CHEBI:14004'],True
cbl1_e,"['CHEBI:60488', 'CHEBI:15982']",['CHEBI:14004'],True
cbm_c,"['CHEBI:28616', 'CHEBI:13941']",[None],False
cbp_c,"['CHEBI:58228', 'CHEBI:17672']",['CHEBI:13942'],True
cbtnCCP_c,[],[None],False
cd2_c,"['CHEBI:22977', 'CHEBI:52619', 'CHEBI:52620']",['CHEBI:3290'],False
cd2_e,"['CHEBI:22977', 'CHEBI:52619', 'CHEBI:52620']",['CHEBI:3290'],False
cda_e,['CHEBI:29548'],['CHEBI:29548'],True
cdaint2_c,['CHEBI:29548'],['CHEBI:29548'],True
cddec5eACP_c,[],[None],False
cdec3eACP_c,[],[None],False
cdhxfut_c,"['CHEBI:64270', 'CHEBI:64252']",['CHEBI:64252'],True
cdp4dh36ddglc_c,"['CHEBI:17817', 'CHEBI:58283']",[None],False
cdp4dh6doglc_c,"['CHEBI:17494', 'CHEBI:58166']",[None],False
cdp_c,"['CHEBI:17239', 'CHEBI:58069']",['CHEBI:13254'],True
cdpdaiC15g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdaiC17g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdddecg_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdhdec9eg_c,"['CHEBI:104012', 'CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdhdecg_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdhepdecg_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdiC14g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdiC15g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdiC16g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdiC17g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdiC18g_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdodec11eg_c,"['CHEBI:104362', 'CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdodecg_c,"['CHEBI:17962', 'CHEBI:104121', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdptdecg_c,"['CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpdtdec7eg_c,"['CHEBI:17962', 'CHEBI:58332', 'CHEBI:103990']",['CHEBI:58332'],True
cdpdtdecg_c,"['CHEBI:103211', 'CHEBI:17962', 'CHEBI:58332']",['CHEBI:58332'],True
cdpglc_c,['CHEBI:28942'],['CHEBI:13264'],True
cdpglyc_c,"['CHEBI:17885', 'CHEBI:132202', 'CHEBI:58311']",['CHEBI:13265'],True
cechddd_c,"['CHEBI:48691', 'CHEBI:48690', 'CHEBI:60088', 'CHEBI:60087']",[None],False
cellb_c,['CHEBI:36217'],['CHEBI:10358'],True
cellb_e,['CHEBI:36217'],['CHEBI:10358'],True
cepspoc_c,"['CHEBI:15776', 'CHEBI:57511']",[None],False
cgly_c,"['CHEBI:61694', 'CHEBI:4047']",['CHEBI:4047'],True
ch15deccoa_c,"['CHEBI:57374', 'CHEBI:15520']",[None],False
chdpro__D_c,"['CHEBI:16231', 'CHEBI:57690']",[None],False
chiralc_c,['CHEBI:81700'],['CHEBI:81700'],True
chitin_e,[],[None],False
chlld_c,"['CHEBI:83348', 'CHEBI:57942', 'CHEBI:16900', 'CHEBI:38206']",[None],False
chlorac_c,"['CHEBI:23123', 'CHEBI:27869']",[None],False
chol4e3o_c,['CHEBI:16175'],[None],False
chol_c,['CHEBI:15354'],['CHEBI:13985'],True
chol_e,['CHEBI:15354'],['CHEBI:13985'],True
cholate_c,"['CHEBI:29747', 'CHEBI:16359']",[None],False
chor_c,"['CHEBI:29748', 'CHEBI:17333']",['CHEBI:13993'],True
chsterol_c,['CHEBI:16113'],[None],False
chtbs_c,['CHEBI:28681'],['CHEBI:28681'],True
chtbs_e,['CHEBI:28681'],['CHEBI:28681'],True
cigam_c,"['CHEBI:58887', 'CHEBI:52285']",['CHEBI:58887'],True
cinnm_c,"['CHEBI:27386', 'CHEBI:23248', 'CHEBI:15669', 'CHEBI:35697']",[None],False
cit_c,"['CHEBI:16947', 'CHEBI:30769', 'CHEBI:133748', 'CHEBI:35804', 'CHEBI:35808', 'CHEBI:132362']",['CHEBI:13999'],True
cit_e,"['CHEBI:16947', 'CHEBI:30769', 'CHEBI:133748', 'CHEBI:35804', 'CHEBI:35808', 'CHEBI:132362']",['CHEBI:13999'],True
citac_c,"['CHEBI:17626', 'CHEBI:30719']",[None],False
citm__R_c,"['CHEBI:15586', 'CHEBI:30934']",[None],False
citr__L_c,"['CHEBI:16349', 'CHEBI:57743']",['CHEBI:13092'],True
citr__L_e,"['CHEBI:16349', 'CHEBI:57743']",['CHEBI:13092'],True
cl_c,"['CHEBI:17996', 'CHEBI:50315', 'CHEBI:17883']",['CHEBI:13291'],True
cl_e,"['CHEBI:17996', 'CHEBI:50315', 'CHEBI:17883']",['CHEBI:13291'],True
clpn120_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpn140_c,"['CHEBI:28494', 'CHEBI:62237', 'CHEBI:62862']",['CHEBI:62237'],True
clpn141_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpn150_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpn160_c,"['CHEBI:28494', 'CHEBI:104586', 'CHEBI:62237']",['CHEBI:62237'],True
clpn161_c,"['CHEBI:28494', 'CHEBI:62237', 'CHEBI:104873']",['CHEBI:62237'],True
clpn170_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpn180_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpn181_c,"['CHEBI:105685', 'CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpnai150_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpnai170_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpni140_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpni150_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpni160_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpni170_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
clpni180_c,"['CHEBI:28494', 'CHEBI:62237']",['CHEBI:62237'],True
cmp_c,"['CHEBI:17361', 'CHEBI:60377']",['CHEBI:13274'],True
cmp_e,"['CHEBI:17361', 'CHEBI:60377']",['CHEBI:13274'],True
cmpacna_c,"['CHEBI:16556', 'CHEBI:57812']",[None],False
cmpglna_c,"['CHEBI:18098', 'CHEBI:58376']",[None],False
co1dam_c,"['CHEBI:28531', 'CHEBI:58575']",['CHEBI:23329'],True
co2_c,['CHEBI:16526'],['CHEBI:13282'],True
co2_e,['CHEBI:16526'],['CHEBI:13282'],True
co2dam_c,"['CHEBI:27937', 'CHEBI:58537']",['CHEBI:23331'],True
co_c,"['CHEBI:17245', 'CHEBI:58072']",[None],False
coa_c,"['CHEBI:15346', 'CHEBI:57287']",['CHEBI:13294'],True
cobalt2_c,['CHEBI:48828'],['CHEBI:23335'],False
cobalt2_e,['CHEBI:48828'],['CHEBI:23335'],False
cobya_c,"['CHEBI:58894', 'CHEBI:52499']",['CHEBI:52499'],True
codhpre6_c,"['CHEBI:72780', 'CHEBI:3789']",['CHEBI:3789'],True
codscl5a_c,"['CHEBI:60062', 'CHEBI:52488']",['CHEBI:52488'],True
